title,budget,popularity,release_date,revenue,release_year,budget_milhoes,revenue_milhoes
Dr. Giggles,0,1.252367,1992-10-23,8403433.0,1992,0.0,8.4
The Corn Is Green,0,0.954383,1945-07-14,0.0,1945,0.0,0.0
The Seven-Per-Cent Solution,0,1.313858,1976-10-24,0.0,1976,0.0,0.0
The Three Musketeers,0,11.811966,1973-12-11,0.0,1973,0.0,0.0
Royal Flash,0,1.988779,1975-10-10,0.0,1975,0.0,0.0
Masculin Féminin,0,3.774605,1966-03-22,0.0,1966,0.0,0.0
Fallen Angel,0,3.242793,1945-11-07,0.0,1945,0.0,0.0
The Four Feathers,0,7.055347,1939-04-20,0.0,1939,0.0,0.0
The Phone Box,0,1.487562,1972-12-13,0.0,1972,0.0,0.0
Night of the Demon,0,3.237326,1957-12-17,0.0,1957,0.0,0.0
Control,500000,3.569896,2003-11-20,0.0,2003,0.5,0.0
Beautiful City,0,0.825054,2005-02-20,0.0,2005,0.0,0.0
Five Times Two,0,4.545971,2004-09-01,0.0,2004,0.0,0.0
Tart,3300000,1.100095,2001-04-23,0.0,2001,3.3,0.0
Bed and Board,0,11.97502,1970-08-31,0.0,1970,0.0,0.0
Germany Year Zero,0,2.666104,1948-12-01,0.0,1948,0.0,0.0
Tombs of the Blind Dead,0,1.203655,1972-04-10,0.0,1972,0.0,0.0
The Sicilian Clan,0,4.844351,1969-12-01,0.0,1969,0.0,0.0
Love Me Tonight,0,1.981885,1932-08-13,0.0,1932,0.0,0.0
A Hole in My Heart,0,8.05287,2004-01-01,0.0,2004,0.0,0.0
Bigger Than the Sky,0,1.529786,2005-02-18,0.0,2005,0.0,0.0
Diary of a Mad Black Woman,0,4.818507,2005-02-25,0.0,2005,0.0,0.0
Cursed,35000000,8.949722,2005-02-25,19294901.0,2005,35.0,19.29
Up and Down,2000000,0.880914,2004-09-16,0.0,2004,2.0,0.0
Gory Gory Hallelujah,0,0.078652,2003-11-05,0.0,2003,0.0,0.0
The Pacifier,56000000,7.81645,2005-03-04,113006880.0,2005,56.0,113.01
Be Cool,53000000,13.314233,2005-03-04,95226116.0,2005,53.0,95.23
Gunner Palace,0,0.798876,2004-01-01,0.0,2004,0.0,0.0
Walk on Water,1400000,1.709996,2004-02-05,0.0,2004,1.4,0.0
Hostage,52000000,9.686638,2005-03-10,77944725.0,2005,52.0,77.94
Robots,75000000,12.949715,2005-03-10,260696994.0,2005,75.0,260.7
The Laughing Policeman,0,1.579142,1973-12-20,0.0,1973,0.0,0.0
Bopha!,12000000,0.074126,1993-09-16,212483.0,1993,12.0,0.21
Class Action,0,5.234298,1991-03-15,0.0,1991,0.0,0.0
The Cat and the Canary,0,0.424931,1927-09-09,0.0,1927,0.0,0.0
Courage Mountain,0,0.128722,1990-02-14,0.0,1990,0.0,0.0
Kiss The Bride,0,0.97787,2002-10-16,0.0,2002,0.0,0.0
Godzilla vs. The Sea Monster,0,2.099352,1966-12-17,0.0,1966,0.0,0.0
Godzilla vs. Mechagodzilla II,9500000,2.13239,1993-12-11,0.0,1993,9.5,0.0
That Championship Season,0,0.653601,1982-12-09,0.0,1982,0.0,0.0
Crush,0,0.003921,1992-09-15,0.0,1992,0.0,0.0
DNA,0,1.795548,1997-03-07,0.0,1997,0.0,0.0
The Low Life,0,0.580534,1995-11-01,0.0,1995,0.0,0.0
Rendez-vous,0,2.690581,1985-05-15,0.0,1985,0.0,0.0
"Oh, God! You Devil",0,0.634045,1984-11-07,0.0,1984,0.0,0.0
Amongst Friends,0,0.111323,1993-11-03,0.0,1993,0.0,0.0
Asfalto,0,0.550651,2000-02-04,0.0,2000,0.0,0.0
God Is Brazilian,0,2.034715,2003-01-31,0.0,2003,0.0,0.0
Captains of April,6105121,0.929182,2000-04-21,0.0,2000,6.11,0.0
Blackball,0,1.433756,2003-05-18,48000.0,2003,0.0,0.05
The Agony and the Ecstasy,0,2.122253,1965-10-07,0.0,1965,0.0,0.0
Return to Peyton Place,0,0.611692,1961-05-05,0.0,1961,0.0,0.0
Butch and Sundance: The Early Days,0,0.627647,1979-06-15,0.0,1979,0.0,0.0
It Happened to Jane,0,0.741555,1959-08-05,0.0,1959,0.0,0.0
Once Upon a Forest,13000000,3.14419,1993-06-18,6582052.0,1993,13.0,6.58
Hello Down There,0,0.236318,1969-01-01,0.0,1969,0.0,0.0
All in a Night's Work,0,0.313856,1961-01-01,0.0,1961,0.0,0.0
Twentieth Century,0,2.738773,1934-05-11,0.0,1934,0.0,0.0
My Sister Eileen,0,0.417876,1955-09-22,0.0,1955,0.0,0.0
Strangers When We Meet,0,0.632174,1960-06-29,0.0,1960,0.0,0.0
Or (My Treasure),0,0.787469,2004-09-09,0.0,2004,0.0,0.0
Chronicles,0,7.490741,2004-05-16,299261.0,2004,0.0,0.3
Lackawanna Blues,0,1.515541,2005-02-12,0.0,2005,0.0,0.0
The Green Berets,7000000,9.391981,1968-07-04,11000000.0,1968,7.0,11.0
Elevator to the Gallows,0,5.184701,1958-01-29,263404.0,1958,0.0,0.26
The Diary of a Chambermaid,0,0.319716,1946-02-15,0.0,1946,0.0,0.0
Violent Cop,0,3.469468,1989-08-12,1960.0,1989,0.0,0.0
Four Shades of Brown,0,1.345651,2004-01-25,0.0,2004,0.0,0.0
Brian's Song,0,2.624202,1971-11-30,0.0,1971,0.0,0.0
Thriller: A Cruel Picture,0,3.814035,1973-05-01,0.0,1973,0.0,0.0
Cube Zero,825000,8.758493,2004-10-15,0.0,2004,0.82,0.0
Into the Sun,15000000,3.607833,2005-03-08,0.0,2005,15.0,0.0
Project Grizzly,0,0.318296,1997-10-03,0.0,1997,0.0,0.0
Lumikuningatar,0,0.000578,1986-11-19,0.0,1986,0.0,0.0
Julia,0,8.074031,1977-10-02,0.0,1977,0.0,0.0
Save the Green Planet!,3000000,7.378946,2003-04-04,0.0,2003,3.0,0.0
Stealing Rembrandt,0,1.391832,2003-05-17,0.0,2003,0.0,0.0
A Snake of June,0,1.877874,2002-01-01,0.0,2002,0.0,0.0
Thirty Seconds Over Tokyo,0,1.210978,1944-11-15,0.0,1944,0.0,0.0
Vares: Private Eye,0,0.944547,2004-07-22,0.0,2004,0.0,0.0
Girl Crazy,0,0.743598,1943-11-26,0.0,1943,0.0,0.0
The 3 Penny Opera,0,1.164615,1931-02-18,0.0,1931,0.0,0.0
The Boys from County Clare,0,0.227122,2003-09-12,0.0,2003,0.0,0.0
Ice Princess,25000000,9.313354,2005-03-17,27645491.0,2005,25.0,27.65
Melinda and Melinda,0,6.117784,2004-10-29,20085825.0,2004,0.0,20.09
Milk and Honey,0,0.002353,2003-01-18,0.0,2003,0.0,0.0
Miss Congeniality 2: Armed and Fabulous,0,5.739442,2005-03-11,0.0,2005,0.0,0.0
Guess Who,35000000,6.71898,2005-03-25,68915888.0,2005,35.0,68.92
D.E.B.S.,3500000,5.161493,2004-01-21,0.0,2004,3.5,0.0
A League of Ordinary Gentlemen,0,0.006645,2004-05-05,0.0,2004,0.0,0.0
Incident at Loch Ness,1,1.725759,2004-12-17,0.0,2004,0.0,0.0
The River,0,1.758317,1951-09-10,0.0,1951,0.0,0.0
Virginia's Run,0,0.35477,2002-01-01,0.0,2002,0.0,0.0
Yanks,0,1.669958,1979-09-01,0.0,1979,0.0,0.0
Paradise Alley,0,5.634675,1978-09-22,7185518.0,1978,0.0,7.19
The Seagull's Laughter,0,0.853764,2001-10-20,0.0,2001,0.0,0.0
Wild Horses,0,0.56792,1995-08-10,0.0,1995,0.0,0.0
Woman Thou Art Loosed,3000000,0.129004,2004-09-30,6804016.0,2004,3.0,6.8
Arrowsmith,0,0.233012,1931-12-26,0.0,1931,0.0,0.0
Barbary Coast,0,0.780882,1935-10-13,0.0,1935,0.0,0.0
Stella Dallas,0,3.526385,1937-08-06,0.0,1937,0.0,0.0
Free Radicals,0,0.287048,2003-01-01,0.0,2003,0.0,0.0
The Unfaithful,0,0.98852,1947-06-05,0.0,1947,0.0,0.0
Come and Get It,0,0.686815,1936-11-06,0.0,1936,0.0,0.0
Panic in the Streets,0,8.164371,1950-06-12,0.0,1950,0.0,0.0
Call Northside 777,0,2.227907,1948-02-13,0.0,1948,0.0,0.0
Young Törless,0,1.626312,1966-05-20,0.0,1966,0.0,0.0
Bells Are Ringing,0,5.215541,1960-06-23,0.0,1960,0.0,0.0
Finian's Rainbow,0,3.100523,1968-10-09,0.0,1968,0.0,0.0
The Toolbox Murders,185000,2.159181,1978-03-15,0.0,1978,0.18,0.0
The Sword of Doom,0,2.398983,1966-02-25,0.0,1966,0.0,0.0
Deep Crimson,0,0.324979,1996-01-01,0.0,1996,0.0,0.0
800 Bullets,0,1.390326,2002-10-18,0.0,2002,0.0,0.0
Matango: Attack of the Mushroom People,0,1.066454,1963-08-11,0.0,1963,0.0,0.0
Ebola Syndrome,0,2.37715,1996-06-15,0.0,1996,0.0,0.0
The Music of Chance,0,0.769841,1993-06-23,0.0,1993,0.0,0.0
Tammy and the T-Rex,0,0.619015,1994-12-28,0.0,1994,0.0,0.0
Mixed Blood,0,0.004425,1984-10-01,0.0,1984,0.0,0.0
If Looks Could Kill,0,3.894815,1991-03-15,7788597.0,1991,0.0,7.79
Greedy,0,9.426784,1994-03-04,13145977.0,1994,0.0,13.15
Carmen,0,1.093747,1983-05-06,0.0,1983,0.0,0.0
My Neighbors the Yamadas,0,5.106657,1999-07-17,0.0,1999,0.0,0.0
Pom Poko,0,9.607155,1994-07-16,0.0,1994,0.0,0.0
Knockin' on Heaven's Door,0,7.203307,1997-02-20,0.0,1997,0.0,0.0
City of Hope,0,1.274819,1991-10-11,0.0,1991,0.0,0.0
We're No Angels,0,5.825214,1955-01-01,0.0,1955,0.0,0.0
Sons and Lovers,0,2.575294,1960-08-29,0.0,1960,0.0,0.0
The Arrow,7800000,0.573198,1997-01-12,0.0,1997,7.8,0.0
Ruggles of Red Gap,0,1.181128,1935-03-08,0.0,1935,0.0,0.0
Greetings,0,1.158633,1968-12-15,0.0,1968,0.0,0.0
End of the Century: The Story of The Ramones,0,1.016632,2003-01-19,0.0,2003,0.0,0.0
Love Letter,0,2.737425,1995-03-25,0.0,1995,0.0,0.0
Natural City,6000000,3.885246,2003-05-09,0.0,2003,6.0,0.0
This Sporting Life,0,2.190654,1963-01-15,0.0,1963,0.0,0.0
A Touch of Zen,0,2.056312,1971-11-17,0.0,1971,0.0,0.0
Walker,5800000,1.799311,1987-12-04,257043.0,1987,5.8,0.26
Zu: Warriors from the Magic Mountain,0,1.401607,1983-02-05,0.0,1983,0.0,0.0
Whistle Down the Wind,0,1.735533,1961-07-25,0.0,1961,0.0,0.0
The Earrings of Madame de...,0,3.839254,1953-09-16,0.0,1953,0.0,0.0
No One Writes to the Colonel,0,0.582199,1999-06-04,0.0,1999,0.0,0.0
Speedy,0,1.160323,1928-04-07,0.0,1928,0.0,0.0
Memories,0,4.648211,1995-12-23,0.0,1995,0.0,0.0
Invasion of Astro-Monster,0,2.816293,1965-12-19,0.0,1965,0.0,0.0
Harvie Krumpet,0,5.558811,2003-10-23,0.0,2003,0.0,0.0
Intimate Affairs,8000000,0.912493,2002-04-18,0.0,2002,8.0,0.0
The Wild Parrots of Telegraph Hill,0,0.877451,2003-10-09,0.0,2003,0.0,0.0
The Ballad of Jack and Rose,1500000,4.173231,2005-03-25,712294.0,2005,1.5,0.71
Sin City,40000000,15.010525,2005-04-01,158733820.0,2005,40.0,158.73
Beauty Shop,25000000,6.795949,2005-06-02,36351350.0,2005,25.0,36.35
Look at Me,0,1.614455,2004-11-18,0.0,2004,0.0,0.0
Dust to Glory,0,0.508833,2005-04-01,0.0,2005,0.0,0.0
Sahara,130000000,8.946243,2005-04-06,119269486.0,2005,130.0,119.27
Fever Pitch,30000000,6.734065,2005-04-06,50451307.0,2005,30.0,50.45
Winter Solstice,0,0.438299,2004-01-29,0.0,2004,0.0,0.0
Smile,0,0.682578,2005-04-08,0.0,2005,0.0,0.0
Eye of the Tiger,0,4.279405,1986-07-07,0.0,1986,0.0,0.0
Not on the Lips,0,1.8138,2003-12-03,0.0,2003,0.0,0.0
"Krakatoa, East of Java",0,1.053818,1969-03-17,0.0,1969,0.0,0.0
Rhinestone,28000000,5.415639,1984-06-22,21435321.0,1984,28.0,21.44
Electra Glide in Blue,0,7.714702,1973-08-18,0.0,1973,0.0,0.0
Bring on the Night,0,0.741503,1985-11-08,0.0,1985,0.0,0.0
A Special Day,0,3.810981,1977-08-11,110.0,1977,0.0,0.0
This Land Is Mine,0,1.718128,1943-05-07,0.0,1943,0.0,0.0
The Foul King,0,1.21143,2000-02-04,0.0,2000,0.0,0.0
The Man Who Planted Trees,0,2.107199,1987-05-13,0.0,1987,0.0,0.0
Tanguy,0,3.36053,2001-11-21,0.0,2001,0.0,0.0
National Lampoon's Gold Diggers,0,0.625659,2003-06-15,527000.0,2003,0.0,0.53
Blind Horizon,5000000,6.041539,2003-12-14,0.0,2003,5.0,0.0
Islands in the Stream,0,0.362604,1977-03-09,0.0,1977,0.0,0.0
Go for Broke!,0,0.191472,1951-05-04,0.0,1951,0.0,0.0
The Blood on Satan's Claw,140000,2.221513,1971-01-01,0.0,1971,0.14,0.0
"Reuben, Reuben",0,0.679846,1983-12-19,0.0,1983,0.0,0.0
TNT Jackson,0,0.307549,1974-06-08,0.0,1974,0.0,0.0
Why Has Bodhi-Dharma Left for the East?,0,0.212889,1989-09-23,0.0,1989,0.0,0.0
Blue,0,1.437622,1993-08-19,1718328.0,1993,0.0,1.72
Bilitis,0,3.253556,1977-03-16,0.0,1977,0.0,0.0
Burn!,0,7.354711,1969-12-21,0.0,1969,0.0,0.0
Battle of the Bulge,0,4.612568,1965-04-02,0.0,1965,0.0,0.0
Ghosts... of the Civil Dead,0,1.73798,1989-06-01,0.0,1989,0.0,0.0
The Little Girl Who Lives Down the Lane,0,7.717337,1976-12-25,0.0,1976,0.0,0.0
Arabian Nights,0,2.586007,1974-06-20,0.0,1974,0.0,0.0
Age of Consent,0,4.472825,1969-05-13,0.0,1969,0.0,0.0
Oedipus Rex,0,2.425287,1967-09-02,0.0,1967,0.0,0.0
Ringu 0,6000000,5.007142,2000-01-22,0.0,2000,6.0,0.0
Brothers,0,7.682647,2004-08-27,0.0,2004,0.0,0.0
"Dearest Relatives, Poisonous Relations",0,0.000844,1992-07-30,0.0,1992,0.0,0.0
Major Barbara,0,0.318553,1941-05-14,0.0,1941,0.0,0.0
Steppenwolf,0,0.343203,1974-01-01,0.0,1974,0.0,0.0
Hawaii,15000000,3.210693,1966-10-10,34562222.0,1966,15.0,34.56
Pretty Maids All in a Row,0,4.216414,1971-04-28,0.0,1971,0.0,0.0
Loners,0,1.308417,2000-04-13,0.0,2000,0.0,0.0
Red Desert,0,7.888143,1964-09-04,0.0,1964,0.0,0.0
Satan's Brew,0,0.416417,1976-10-07,0.0,1976,0.0,0.0
Mädchen in Uniform,0,1.480025,1931-11-27,0.0,1931,0.0,0.0
Diary of a Lost Girl,0,0.589726,1929-09-27,0.0,1929,0.0,0.0
Sexmission,0,3.603836,1984-05-13,0.0,1984,0.0,0.0
44 Minutes: The North Hollywood Shoot-Out,10000000,1.302154,2003-01-01,0.0,2003,10.0,0.0
Macbeth,0,1.663767,1948-10-01,0.0,1948,0.0,0.0
Garage Olimpo,0,1.122466,1999-05-16,0.0,1999,0.0,0.0
Vincent,60000,6.675518,1982-01-01,0.0,1982,0.06,0.0
Waterloo Bridge,0,2.034638,1940-05-17,0.0,1940,0.0,0.0
Hôtel Terminus: The Life and Times of Klaus Barbie,0,0.008673,1988-11-01,0.0,1988,0.0,0.0
The Sorrow and the Pity,0,0.863949,1969-09-18,0.0,1969,0.0,0.0
First Desires,0,1.647619,1983-12-11,0.0,1983,0.0,0.0
With Six You Get Eggroll,0,2.938017,1968-08-07,0.0,1968,0.0,0.0
"Move Over, Darling",0,2.518743,1963-12-19,0.0,1963,0.0,0.0
Love Me or Leave Me,0,1.6561,1955-06-10,0.0,1955,0.0,0.0
Jour de Fête,0,2.058081,1949-05-04,0.0,1949,0.0,0.0
The Big Store,0,1.639015,1941-06-21,0.0,1941,0.0,0.0
Mother Küsters Goes to Heaven,0,1.307253,1975-07-01,0.0,1975,0.0,0.0
Ivan's Childhood,0,5.16792,1962-05-05,0.0,1962,0.0,0.0
A Trip to the Moon,5985,6.321801,1902-09-01,0.0,1902,0.01,0.0
Whisky,0,0.790495,2004-08-06,0.0,2004,0.0,0.0
The Ascent,0,2.113171,1977-04-02,0.0,1977,0.0,0.0
Carrie,0,9.362573,2002-11-04,0.0,2002,0.0,0.0
Boccaccio '70,0,4.29255,1962-02-22,0.0,1962,0.0,0.0
Frankenfish,0,7.698433,2004-10-09,0.0,2004,0.0,0.0
Who's Your Daddy?,0,12.241881,2004-01-07,0.0,2004,0.0,0.0
Control,6800000,7.535399,2004-12-07,0.0,2004,6.8,0.0
Category 6: Day of Destruction,0,2.442987,2004-11-14,0.0,2004,0.0,0.0
Trespassing,0,1.180205,2004-10-22,0.0,2004,0.0,0.0
A Self-Made Hero,0,0.585679,1996-01-01,0.0,1996,0.0,0.0
Life Is Sweet,0,5.82664,1990-11-15,0.0,1990,0.0,0.0
Ride the Pink Horse,0,3.432425,1947-10-08,0.0,1947,0.0,0.0
The Chant of Jimmie Blacksmith,1380000,0.65296,1978-06-21,0.0,1978,1.38,0.0
Double Suicide,0,1.160174,1969-05-24,0.0,1969,0.0,0.0
Boy,0,0.292384,1969-07-26,0.0,1969,0.0,0.0
Let Him Have It,0,1.609107,1991-10-04,0.0,1991,0.0,0.0
Guelwaar,0,0.043092,1993-07-28,0.0,1993,0.0,0.0
Dr. Akagi,0,1.132806,1998-05-17,0.0,1998,0.0,0.0
Black Rain,0,4.227398,1989-05-13,0.0,1989,0.0,0.0
Alexandra's Project,0,1.689471,2003-05-16,0.0,2003,0.0,0.0
Clean,0,2.767142,2004-09-01,0.0,2004,0.0,0.0
The Delicate Art of Parking,0,0.079204,2003-08-23,0.0,2003,0.0,0.0
Wilson,2995000,0.773081,1944-08-01,2000000.0,1944,3.0,2.0
Blossoms in the Dust,0,0.692357,1941-07-25,0.0,1941,0.0,0.0
The Hitchhiker's Guide to the Galaxy,50000000,13.257255,2005-01-15,104478416.0,2005,50.0,104.48
King's Game,0,2.850939,2004-08-10,0.0,2004,0.0,0.0
Barefoot,0,2.561207,2005-03-30,0.0,2005,0.0,0.0
Dark Habits,0,1.254097,1983-03-10,0.0,1983,0.0,0.0
Snake and Crane Arts of Shaolin,0,1.513866,1978-03-08,0.0,1978,0.0,0.0
The Eiger Sanction,0,5.47591,1975-05-21,14200000.0,1975,0.0,14.2
It Started in Naples,0,1.029336,1960-08-06,0.0,1960,0.0,0.0
Skin Game,0,1.811978,1971-09-30,0.0,1971,0.0,0.0
F for Fake,0,3.252225,1973-03-13,0.0,1973,0.0,0.0
Love Comes Softly,0,1.807464,2003-04-13,0.0,2003,0.0,0.0
The Amityville Horror,19000000,13.088552,2005-04-15,108047131.0,2005,19.0,108.05
Mutant Aliens,0,0.209908,2002-01-09,0.0,2002,0.0,0.0
Acts of Worship,0,0.207332,2001-01-01,0.0,2001,0.0,0.0
Ike: Countdown to D-Day,0,6.988241,2004-05-31,0.0,2004,0.0,0.0
Cry of the Banshee,500000,1.848123,1970-07-22,0.0,1970,0.5,0.0
Phantom Lady,0,2.014953,1944-01-28,0.0,1944,0.0,0.0
Act of Violence,0,2.496859,1949-02-01,0.0,1949,0.0,0.0
Rouge,0,1.871935,1987-01-07,0.0,1987,0.0,0.0
Miracle in Milan,0,1.607246,1951-02-08,0.0,1951,0.0,0.0
Before the Fall,4500000,5.69684,2004-07-04,3764219.0,2004,4.5,3.76
The Frisco Kid,9200000,7.085212,1979-07-06,9346177.0,1979,9.2,9.35
Onmyoji: The Yin Yang Master,0,0.450855,2001-10-06,0.0,2001,0.0,0.0
State Property 2,0,0.318108,2005-04-13,1691706.0,2005,0.0,1.69
The Year of the Yao,0,0.562054,2004-09-16,38585.0,2004,0.0,0.04
House of D,0,4.587746,2005-04-15,0.0,2005,0.0,0.0
Palindromes,0,2.754372,2004-09-03,0.0,2004,0.0,0.0
Down and Derby,0,0.470117,2005-04-15,0.0,2005,0.0,0.0
A Wake in Providence,0,0.002817,1999-01-01,402805.0,1999,0.0,0.4
A Lot Like Love,30000000,10.596719,2005-04-22,42886719.0,2005,30.0,42.89
King's Ransom,0,4.550206,2005-04-22,0.0,2005,0.0,0.0
The Game of Their Lives,0,2.417256,2005-01-01,0.0,2005,0.0,0.0
Madison,0,1.534055,2001-01-23,0.0,2001,0.0,0.0
Enron: The Smartest Guys in the Room,0,3.971749,2005-04-22,0.0,2005,0.0,0.0
xXx: State of the Union,60000000,19.144611,2005-04-27,71073932.0,2005,60.0,71.07
Death of a Dynasty,0,0.902846,2005-04-29,42108.0,2005,0.0,0.04
Kingdom of Heaven,130000000,16.296471,2005-05-03,211643158.0,2005,130.0,211.64
House of Wax,40000000,7.163099,2005-04-30,68766121.0,2005,40.0,68.77
Crash,6500000,9.785147,2004-01-13,98410061.0,2004,6.5,98.41
Jiminy Glick in Lalawood,0,0.152631,2004-09-18,0.0,2004,0.0,0.0
Mysterious Skin,0,7.103951,2004-05-20,1524966.0,2004,0.0,1.52
Mischief,0,7.356831,1985-02-08,8692426.0,1985,0.0,8.69
Jubal,0,1.433165,1956-04-06,0.0,1956,0.0,0.0
Viva Maria!,0,4.753956,1965-11-22,0.0,1965,0.0,0.0
Between Your Legs,0,1.821541,1999-01-22,0.0,1999,0.0,0.0
Zatôichi Meets the One-Armed Swordsman,0,2.657711,1971-01-13,0.0,1971,0.0,0.0
The Angry Silence,0,0.700598,1960-03-10,0.0,1960,0.0,0.0
Isadora,0,2.142332,1968-09-14,0.0,1968,0.0,0.0
San Francisco,1300000,0.770164,1936-06-26,5273000.0,1936,1.3,5.27
Earth,0,1.289409,1930-04-08,0.0,1930,0.0,0.0
Él,0,1.931894,1953-07-09,0.0,1953,0.0,0.0
La Chienne,0,1.743615,1931-11-20,0.0,1931,0.0,0.0
Eréndira,0,1.197094,1983-05-01,0.0,1983,0.0,0.0
The Private Lives of Elizabeth and Essex,0,4.150285,1939-11-11,0.0,1939,0.0,0.0
The Search,0,2.214573,1948-03-26,0.0,1948,0.0,0.0
Satantango,1500000,7.515086,1994-02-08,0.0,1994,1.5,0.0
On Borrowed Time,0,0.328792,1939-07-07,0.0,1939,0.0,0.0
The Taste of Tea,0,2.853095,2004-07-17,0.0,2004,0.0,0.0
Kes,0,4.418373,1969-11-18,0.0,1969,0.0,0.0
The Human Comedy,0,0.814727,1943-03-02,0.0,1943,0.0,0.0
Vampire Hunter D,0,3.74515,1985-12-21,0.0,1985,0.0,0.0
Buying the Cow,0,7.922964,2002-01-14,0.0,2002,0.0,0.0
A Common Thread,0,1.956427,2004-05-14,0.0,2004,0.0,0.0
The Cocoanuts,0,1.242836,1929-08-03,0.0,1929,0.0,0.0
The Bridge,0,2.288764,1959-10-21,0.0,1959,0.0,0.0
In the Time of the Butterflies,0,4.072273,2001-10-21,0.0,2001,0.0,0.0
Road House,0,0.584114,1948-09-22,0.0,1948,0.0,0.0
Dark Eyes,0,1.912647,1987-02-01,0.0,1987,0.0,0.0
Edges of the Lord,7500000,1.070223,2001-01-01,0.0,2001,7.5,0.0
Kids Return,0,3.222423,1996-07-27,0.0,1996,0.0,0.0
The Fearless Freaks,0,0.837483,2005-05-25,0.0,2005,0.0,0.0
Off the Map,0,6.866857,2003-01-22,0.0,2003,0.0,0.0
Unconscious,0,1.393311,2004-08-27,0.0,2004,0.0,0.0
The Tesseract,0,1.205089,2003-05-15,0.0,2003,0.0,0.0
25 Watts,0,0.45289,2001-01-01,0.0,2001,0.0,0.0
The Hiding Place,0,0.263147,1975-05-04,0.0,1975,0.0,0.0
The Keys of the Kingdom,3000000,3.683435,1944-12-15,0.0,1944,3.0,0.0
300 Miles to Heaven,0,0.709622,1989-10-30,0.0,1989,0.0,0.0
The Adventurer,0,2.36944,1917-10-22,0.0,1917,0.0,0.0
Crackerjack,0,0.111834,2002-07-11,0.0,2002,0.0,0.0
Solino,0,7.132709,2002-09-23,0.0,2002,0.0,0.0
Dear Wendy,0,2.48575,2005-01-22,0.0,2005,0.0,0.0
The List of Adrian Messenger,0,2.216599,1963-05-29,0.0,1963,0.0,0.0
9 Souls,0,2.863136,2003-07-19,0.0,2003,0.0,0.0
Los Angeles Plays Itself,0,1.678293,2003-09-07,0.0,2003,0.0,0.0
Unleashed,45000000,7.90583,2005-02-02,50871113.0,2005,45.0,50.87
The Red Squirrel,0,1.622754,1993-04-21,0.0,1993,0.0,0.0
Martin (Hache),0,2.435127,1997-03-31,0.0,1997,0.0,0.0
"Ugly, Dirty and Bad",0,3.364908,1976-09-23,0.0,1976,0.0,0.0
Leolo,0,2.142068,1992-09-16,0.0,1992,0.0,0.0
DuckTales: The Movie - Treasure of the Lost Lamp,0,7.810813,1990-08-03,0.0,1990,0.0,0.0
Babes in Arms,0,4.779775,1939-10-13,0.0,1939,0.0,0.0
Samaritan Girl,1000000,2.596319,2004-02-10,0.0,2004,1.0,0.0
Star Wars: Episode III - Revenge of the Sith,113000000,13.165421,2005-05-17,850000000.0,2005,113.0,850.0
Kicking & Screaming,45000000,9.875573,2005-05-13,56070433.0,2005,45.0,56.07
Monster-in-Law,43000000,6.328385,2005-05-13,154749918.0,2005,43.0,154.75
Agatha,0,7.607516,1979-02-09,0.0,1979,0.0,0.0
Death Takes a Holiday,0,0.545576,1934-03-30,0.0,1934,0.0,0.0
Vodka Lemon,0,0.977228,2003-11-21,0.0,2003,0.0,0.0
Deep Blue,0,3.485109,2003-05-18,0.0,2003,0.0,0.0
The Invisible Woman,0,1.294231,1940-12-27,0.0,1940,0.0,0.0
The Snow Walker,0,2.316254,2003-01-01,0.0,2003,0.0,0.0
Divorce Italian Style,0,3.279671,1961-12-20,0.0,1961,0.0,0.0
Carefree,0,5.393625,1938-09-02,0.0,1938,0.0,0.0
Shaolin Drunkard,0,0.000308,1983-07-09,0.0,1983,0.0,0.0
China Strike Force,0,1.264429,2000-12-21,0.0,2000,0.0,0.0
Dawg,0,2.025646,2002-02-21,0.0,2002,0.0,0.0
9 Songs,1000000,18.847707,2004-07-16,1574623.0,2004,1.0,1.57
The Uninvited,0,2.933523,1944-02-18,0.0,1944,0.0,0.0
Bad Guy,0,3.001605,2002-01-11,0.0,2002,0.0,0.0
Simon,0,1.854733,2004-09-30,0.0,2004,0.0,0.0
December 7th,0,0.393776,1943-01-01,0.0,1943,0.0,0.0
Bataan,0,0.809567,1943-06-03,0.0,1943,0.0,0.0
Madagascar,75000000,16.136217,2005-05-25,532680671.0,2005,75.0,532.68
Somersault,0,1.623367,2004-06-19,0.0,2004,0.0,0.0
11 Harrowhouse,0,0.154133,1974-09-26,0.0,1974,0.0,0.0
Airborne,2600000,11.600224,1993-09-17,2850263.0,1993,2.6,2.85
Mad Hot Ballroom,0,2.096,2005-05-13,0.0,2005,0.0,0.0
Tell Them Who You Are,0,0.825475,2004-09-06,0.0,2004,0.0,0.0
Dominion: Prequel to the Exorcist,30000000,7.892677,2005-05-20,251495.0,2005,30.0,0.25
The Longest Yard,82000000,7.349843,2005-05-19,190320568.0,2005,82.0,190.32
Saving Face,0,3.08291,2004-09-12,0.0,2004,0.0,0.0
Most Wanted,25000000,10.323838,1997-10-10,11838218.0,1997,25.0,11.84
Cinderella Man,88000000,6.363884,2005-06-02,108539911.0,2005,88.0,108.54
The Sisterhood of the Traveling Pants,25000000,9.263965,2005-06-01,39053061.0,2005,25.0,39.05
Lords of Dogtown,25000000,4.350049,2005-06-03,13411957.0,2005,25.0,13.41
After You,0,2.624898,2003-12-17,0.0,2003,0.0,0.0
